,texts,labels
164,ሳናጣራ አናስርም እያላቹስ ሳታጠሩ ደም የምስኪኑ ልፋት ከንቱ ልታስቀሩት ነዉ እንጂ ከማጣራት የሚገኝ ትርጉም የለም,negative
165,ሁሉተኛው ጠ/ሚ አያቶላው ጃዋርና የትህነግ የህወህቱ ክልል ስላለቃቀሱ ምኑን ነው የሚያጣራው ወይስ ውጤቱን አማራዎች የበላይ ውጤት ስላገኙ ለጋላ ወይ ለትግሬ ልትሰጡ ነው ምን አይነት የከሰረ አስተሳሰብ ነው በኢትዮጵያ የስፈነው,negative
166,ውሾች አዲስ አበባ ብሆን ትምህርት ሚኒስትርን በጋዝ ነበር የማቃጥለው  አንድ እንኳ ትክክለኛ ነገር ይጥፋ,negative
167,መቼ ቀን ነው ውጤት ተመርምሮ የሚያውቀው  አማራው ላይ ሁሉም ጣት መቀሰር ምንድን ነው  ውጤት የሚመጣው በጥናት እንጂ በቲፎዞ አይደለም እኮ ,negative
168,ጠቅላላ የተጨማለቀ ሚንስቴር መስሪያቤት ከሆነ እኮ ውሎ አድሯል,negative
169,ደሞ ኢሄም የምርጫ ቦርድ ይመለከተዋል እንዴ ተጭበረበረ ማለት ነው,neutral
170,ይገርማል የጉድ ሀገር ያልሰሩት ነገር ከየት ይመጣል,negative
171, ሌሎችም ይጠኑ እዚህ አገር የማይደረግ ወንጀል የለም በፊት ፈተና ይሠረቃል አዉን ደግሞ እርማት ብያዛቡ ማን ያዉቃል የምርጫ ኮሮጆም ይሠረቃል ይህም ማን ያዉቃል ,negative
172,አጋሚዎች እና ጋሎች ብቻ ናቸው እየተንጫጩ ያሉት በቅናት የአማራ ወጣቶች ስለሰቀሉ ምቀኝነት በሽታ ነው,negative
173,ምነው እንዳለ አማራ ሲጠቀልል ኬኛዎች ደነገጡ,negative
174,የሀገር አቀፍ ፈተና ውጤት አስመልክቶ መጀመሪያ ሲወራ ሀሠት መስሎኝ ነበር ነገር ግን አረጋገጥኩ  ማረጋገጥ ምትፈልጉ  በመግባት   እያስገባችሁ የበላይ ዘለቀ ተማሪዎችን ውጤት መመልከት ትችላላችሁ እጅግ አሣፋሪ የመንግስትን እንዝላልነት ታረጋግጣላችሁ,negative
175,የአማራ ክልል ፈተናው ቀድሞ ስለመሰራቱ የሚያመላክቱ መረጃዎች እንሆ ,neutral
176,ይህ የሚያሳየው በፌደራል መንግስቱ ክልሎች እምነት የላቸውም ማለት ነው  ,negative
177,እግዛብሔ እድሜና ጤና ይስጣችሁ ይህ ነው ኢትዮጲዊ,positive
178,ከዛ ታከለ ጎማ ለማስመሠል አ/አ የተወሰነ ካደለ በኃላ ጉዞ ወደጋሎች መንደር በኢትዬጲያና በአዲስ አበባ ልማት ሰበብ ብድሩንም እርዳታዉም ይሰበሰብና ጉዞና ልማቱ ወደጋሎች መንደር ወያኔን አስቀኑትኮ,negative
179,ትልቅ ስራ ነው የሰሩት,positive
180,ፖሊስ የሕዝብ አለኝታ ናቸው,positive
181,እንኳን ደስ አላችሁ እናትን ልጅ በተሰጠው መክሊት የተጠቀመ ዋጋውም ሞገሱም ሰማያዊ ነው,positive
182,መስተዳድሩ ከፖለቲካ ትርፍ በዘለለ የምሩን የሚሲራበት ከሆነ እሰየው ነገር ግን እናንተ የወንጌላውያን ቤተ እምነት አባቶችና የየቸርቹ መሪዎች ይህ ሰው ዘቅዝቆ የሚሰቅል  ዜጋን ከኖረበት የሚያፈናቅል  አባቶችን ያስለቀሰ  ሰው በቁሙ ያቃጠለ የቄሮና የአጀቶ መንጋ መከማቻው እናንተው ዘንድ መሆኑን የምታጡት አይመስለንም ,negative
183,በእውነት ያገባናል የምትሉ ከሆነ ይህንን መንጋ መጽሃፍ ቅዱሳዊውን ስነምግባር  የሰው ልጅ ክቡርነትን  ስራ ወዳድነትን አስተምሩት ,positive
184,እናንተ ከብቶች የምታፈናቅሉት እኮ በህግ አጽድቃችሁ ከአዲስ አበባ ለማባረር ነው የጎዳና ተዳዳሪ አደለም እዚህ አገር አሜሪካም አለ ጉረኛ ጋላ ነክ ባክህ,negative
185,በለው የቆምጬዎች ስራ ሊታገድ ነው በለው በለው እንግዲ የመጤዎች ስደት በኦሮምያዊት ከተማ ልያበቃ ነው ተመስገን,negative
186,ኢትዮጵያን የሚያድናት የመናፍቅ መዝሙር ብቻ ነዉ እያላችሁ ነዉ,negative
187,መጀመሪያ መንግስት መለመኑን ያቁም,negative
188, እስቲ መጀመሪያመንግሥት ነኝ   ባዩ አካል ራሱ ከልመና ይላቀቅ እስቲ ቅድሚያየልመና መክሊት ተሰጥቶኛል   ባዩ አብይ አህመድ አገሪቱን ከልመናና ዝርፊያ ያላቃትና የኔቢጤዎችን ልመና በህግ ስለማገድ በኃላ እናስብበታለን ቲሽሽሽ ምድረ ደናቁርት ዘረኛ ,negative
189,ታኬ ጀግና በጠም እናመሰግናለን ,positive
190,እናመሰግናለን በዚህ የተሳተፋ ለፍርድ ይቅረቡ,positive
191, ከእምነት ለማጣላት እማይሰሩት የለም አቡነጴጥሮስ ላይ እሳት ከመጫር አልፈው እዚ ደረሱ ነገሩ ግን ለእራት ሲታሰብ ለምሳ እያረጋቸው ሆነ እንጂ,positive
192,በሁሉም አካባቢ እንደዚህ ዓይነት ሰዎች ናቸው ህዝብን የምያባሉት አስተማሪ ቅጣት ማግኘት አለባቸው,positive
193,ያ ሁሉ  ሲቃጠል ማን ዞር ብሎ አየ  ወሬ,negative
194,ሳያፈርሱ በፊት መነጋገር ይቀድማል,positive
195,የጃኃር እቅድ አስፈፃሚ ከንቲባው ከህግ አያመልጥም የጊዜ ጉዳይነው,negative
196,ያ ሁሉ ቤተክርስትያን ሲቃጠል ያላየ ኤሄኔ የእናንተ እጅ ስላለበት ነዉ ዝም ያላችሁት መናፍቆች,negative
197,አስመሳይ ሲፈርስ አትዘግቡም ነበር አሽቃባጭ,negative
198,አይ ሀገሬ ኢትዮጲያ መቸ ይሆን ከአስመሳዮችና ከዉሸታሞች የምትላቀቂዉ,neutral
199,ድራማቹ ይገርማል የኦርቶዶክስ አገር ላይ ስንት ቤተ ክርስቲያን ፈርሶ ተቃጥሎ የአንድ እስላም መስኪድ ተቃጠለ ብለህ ካሳ ሰጠህ በክርስቲያን አገር ላይ እንዲል ማድረጋጁ የመቆያቹን ግዜ ታሳጥሩታላቹ ቀንህን ጠብቅ አዳሜ ,negative
200,ሌባ ቤተክርስትያን ሲፈርስ አንድ አልተናገረም አናትህ ይፈረስ ዲቃላ,negative
201,እናተ አሽቃባጩቹ መጀምሪያ ሲፈረስ ለምን አለዘገባቹም ነበረ መቀኛ,negative
202,ከሙስሊሙ ቅሬታ የተነሳባቸውን የመንግስት ክንፎችና በሙስሊሙ ፖለቲካዊ ትርፍ ለማጋበስ የሚፈልጉ የፖለቲካ ቁማርተኞችን ሠብስበህ በመወሰን   መስጂድ ታስፈርሳለህ ከዚያም ህዝበ ሙስሊሙ ቁጣው በአንድ ቀን እንዲገነፍል ታደርጋለህ  ,negative
203,ከድንጋይ ወርቅ መግኘት ታላቅ ስራ ነው ለኔ,negative
204,እንዳለፉት ዘመናት ብረቱን ከላይ ወርቅ ቀብታችሁ የሀገሪትዋን የባንክ ካዝና ባዶ እንዳረጋችሁት የቅርብ አመታት ትዝታ ነው አሁንስ ንጹህ ወርቅ መሆኑን ማነው የሚያረጋግጠው  ወይስ አሁንም ከሽፍታ ወደ ሽፍታ የተላለፈው የተረኛው ጀሌ ዲስኩር ነው,negative
205,በየአመቱ  ማዳበሪያ ሙሉ ወርቅ ከትግራይ ለኢትዮጵያ ብሔራዊ ባንክ ይገባ ነበር ,neutral
206,በቅርብ ቀን በዚህ ሁለት አስርት ዓመታት ሀገራችን ኢትዮጵያ ያስመዘገበችው እድገት በወርቁም ደገመችው በሚል ዶክመንተሪ ፊልም እንጠብቃለን,negative
207,ስንት ኩንታል በቆሎ ማለት ነው ለነ አካኪ ዘራፍና ደንፌዎችማ ንገሩልን ,neutral
208, ከየት ክልል የተሰረቀ ወርቅ ነው,negative
209,ወርቅ ያለው ሁመራ እንጂ ትግራይ አይደለም ስለዚህ ከሁመራ የሚቀርበው ወርቅ ተብሎ ይስተካከል,positive
210,በደንብ እየመረመርክ ተረከብ በሉልኝ ብሔራዊ ባንክን  ከሜቴክ የተዘረፈው ብረት እንዳይሆን,negative
211,ወርቃችን እየበላቹ  ከናንተ ምናገኘው እስርና የሀገር ዘፈን ነው እናንተ ነቀዞች,negative
212,አየ የትግራይ መንግስት መች ይሆን ከእንቅልፉ የሚነቃው ለዚህ ለማይረባው የፌደራል ሽፍታ መንግስት ጥይት እንጂ ወርቅ ይሰጣል ያሳዝናል,negative
213,የትግራይ ህዝብ መሬቱ እየቆፈሩ ወርቅ ይወስዳሉ ትግራይ መንገድ እንዳይሄድ መንገድ ይዘጋሉ ኢትዮ ለእኛ ምን ናት ግን,negative
214,በትግራይ ወርቅና ግብር የተሰራ መንገድ እየዘጋችሁ የትግራይ ህዝብ የትህንግ ወርቅ አሰኛቸው በሞኝ ደጃፍ ሞፈር ይቆረጣል,negative
215,በቶን ስታስነቡን ኖራችሁ ዋሻ ገባችሁ   ,negative
216,ይሄ ከአዶላ በፊት ወያኔዎች የሰረቁት ወርቅ ነው,negative
217,ትግራይ ወርቅ አላት እንዴ ምንም የላትም ስትሉ አልነበር,neutral
218,የወልቃይት ወርቅ በማለት ይሻሻል,neutral
219,ለምንድነው ወርቃችንን ለነዚህ ማፍያዎች የምንልከው,negative
220,አትበጥረቁ የዉሸትም ልክ አለዉ ይሄን ህዝብ ዘንድሮ የሀሰት ዝናብ አዘነባችሁበት,negative
221,ስለ ሰዉ ማንነት ብቻ እዉቀት ያለው ከሚያውቀው ውጪ ማሠብም ማውራትም አይችልም ስለ ትምህርት የሚያውቅ ስለ ትምህርት ክብር ሲወራ ደስ ይለዋል ,positive
222,እኔ ባልማር እና ባልሠራ የተማሩ እና የሠሩን መሳደብ ደረጃችንን ነው የሚያሳየው  ,positive
223,እንክዋን ደስ አላችሁ ,positive
224,ሁሉም ቤተ እምነቶች ላይ ቋሚ የጥበቃ ሰራተኛ መንግስት ይቅጠር,positive
225, ፀጉር አብቅለው ተበጠረቁ አያፍሩም ተግባር ምላሥ ብቻ ከላይ እስከ ታች,negative
226,ምን ዋጋ አለው ለጋላ የሚሰጠው ፕሮፌሰርነት መመዘኛው እውቀት ሳይሆን የእምዬ ሚኒሊክ ጥላቻ ነው,positive
227,እዉነትም ኢህአዴግ ቡራቡሬ ሆኗል የኢህአዴግ ሊቀመንበሩ ጠቅላይ ሚኒስትሩ አቢቾ  ለ ሚሊዮን ስራ ለመፍጠር ታስቧል ይላል ንግድና ኢንዱስትሪ ሚኒስትሩ ብቻውን  ሚሊዮን ይለናልእነዚህ ናቸው ኢትዮጵያን የሚመሩት  አራሙቻ ሁላ,negative
228,የሃገሪታ ሃብት ለውጭ ዘራፊዎች ሽያጩ እየተሳካ ነዋ,negative
229,ተራ ወሬ መዘገቡ ምን ጥቅም አለው ሥንት ዝሆን የሚያካክል ችግር እያለ,neutral
230,አቤት የኢትዮጵያ ፕሮፌሰሮች  ምን ይሆን የሰራችሁት,negative
231,ፕሮፌሰርነት በቃ እንዲ ቀለለ ተሰበሰቡ ወሰኑ በቃለዛ መአረግ የሚያበቃ ምን የምርምር ውጤት አቀረቡ ገና ጉድ መሥማታችንን ይቀጥላል,negative
232,መስፈርቱ ዘር ነው  ምድረ ጆንያ ሁላ  ፕሮፌሰር ህዝቅየል አይነት አህያን ፍጠሩ,negative
233,የተሰጣቸውም በህግ ቢነጠቁ ይሻላል እንዲህ ረክሶና ተዋርዶ ከማየት,negative
234,ወይ አብይዬ ያላሻሻልከው ነገር የለም,positive
235,የትግራይ መሬት ነው የምትፈልጉት እንጂ ህዝቡንማ አትፈልጉትም የሄ ነው ያስቸገረን ከናንተ ወሮ በላዎች መቼ ነው የምንላቀቀው ,negative
236, እኔ ግን የዛሬ ዓመት ስለ  ትግርኛ ተናጋሪ   የዘገባቹትን ይቅርታ ሳትጠይቁ ስለትግራይና ህዝቧ ባትዘግቡ ደስ ይለኝ ነበር ,negative
237,የጃፓን ፓርክ በብሔራዊ ቤተ መንግስት ውስጥ  መቼ የተሰራ ነው  የኢትዮጵያ ጋዜጠኞች መቼም ለመስራት ተወያዩ ወይም ተጀመረ ሳይሆን ልክ እንደ ሀገር በቀል ወሬ በቤተ መንግስት ውስጥ የጃፓን ፖርክ የቡና ማፍላት ስነስርአት ተካሄደ ስትሉ ትንሽ እንደሞያችሁ ጥሩም ሆነ የተሳሳተ ነገር እንደ ሀገር ህዝብ ኢንፎርሜሽን የዘገያችሁ አይመስላችሁም ,neutral
238,በካድሬ የተጠላለፈ ኋላቀር አመራር ባለበት ሁኔታ እንዴት እርዳታ ሊደረግ ይችላል,negative
239,አብይ እንደ ጃንሆይ ንጉስ መሆን ይፈልጋል ግን ለጥ ሰጥ አድርጎ ህዝቡን ከመራ እንደ ጃንሆይ ተወዳጅ ይሆናል በዚህ ከቀጠለ ጥገኝነት ይፈልግ ግብፅ ወይ ኤርትራ,negative
240,ዋው ጠንክሮ መስራትማሰብን ተማርኩ ይገበዋል,neutral
241,የራስሽ ሜዳ ወደ እርሻ ተቀይሯል የሰው አውሪ ምድረ ሉጢ የወሬ ቁዋት,negative
242,የቱን መምርጥ በጣም አሪፍ ነው ግን ,neutral
243,ታከለ ኡማ ቁርስ በላ አልዘገባችሁምሳ ሥራችሁን ችላ እያላችሁ ነው,negative
244,አይ ገለልተኛ ሁኑ ምታተኛ አስማተኛ አትበሉብን ምንግዜም ,positive
245,አብይ ማለት አይናች ነዉ,positive
246,አብይ በሽብር የመከሰስ እድሉ ሰፊ ነዉ ይታሰብበት እንጂ,negative
247,ባለ ጊዜ  ደግሞ አበዛችሁት ,negative
248,ለሀገራችን አንድነት ትልቅ ተስፋ ያለው ሚዲያ በርቱልን  በጣም ነው ማደንቃችሁ,positive
249,ደጉ የሀገሬ ሰው ሰላምህን ያብዛልህ,positive
250,እውነትም ኢትዮጵያ በድንጋይ እራሶች ተሞልታለች,negative
251,አይ መኮ አሀዱን አልሽው የአማራ አገርና አለም አቀፍ  በመሆኑና አገሬ የእኔንም ናት የሚሉ ምሁራኖችን ስለሚሳትፍ ቀንተሽ ነው አፈርኩ ስላንቺ,positive
252,ያለ አቅምህ አማራ ብለህ ስትጠራ አይከብድህም,negative
253,ይሄንን ሕዝብ ነው እንግዲህ ጨቋኝ ነው እያሉ አሳሩን የሚያበዙት   ጨቋኝ ማለት ትርጉሙ ተቀየረ እንዴ ,positive
254,ጭፍን የአብይና ችግኙ ደጋፊ ሚዲያ ሰራተኞችን የሰበሰበ ሚድያ የማያፍር ሚዲያ ስልክ የማያነሳ ሚዲያ ባጠቃላይ ዲጂታል እንቢተኛ ጉልበተኛ ሚዲያ ,negative
255,አስተሳሰብህ ከዚህ ማለፍ የማይችል ስንኩል መሆንህን ስለሚታወቅ ብዙ አልገረመኝም ,negative
256,ምን አማራ አማራ ትላለህ ስለ ራስህ አስብ ስድ ባለጌ ,negative
257,ወደ ሌላ ቦታ መንግስት ሊያዘዋውራቸው ይገባል ለሞቱት ነፍስ ይማር,positive
258, እባክህ ጌታ ሆይ እንደበደላችን አትይብን,positive
259,ገና ምን አይታችሁ አማራ ክልል የፈሰሰው የንፁሃን ደም ወደ ፈጣሪ ደርሷል ፈጣሪም በአማራ ክልል ስለፈሰሰው የንፁሃን ደም ብድራቱን እየመለሰ ነው አማራዎች ከምትሸልሉ ወደ ፈጣሪ ጩሁ ፈጣሪም ይቅር ይላችኋል,positive
260,የወያኔ ሥራ መልካም መስሎ ግን  መርዛም ነው ያሳዝናል,positive
